375	33.1	Vs Zoeann Murphy was on hand as Toyota demonstrated its hydrogen fuel cellpowered sedan at the Consumer Electronics Show in Las Vegas	1
375	33.2	The car called FCV will have a range of 300 miles and can go from zero to 60 mph in 10 seconds	1
375	33.3	Fueling the hydrogen tank will take three to five minutes and one tank will last 300 miles	1
375	33.4	Toyota on Monday announced plans to begin selling the cars in the United States in 2015	1
375	32.1	st selfsufficient boat powered only by clean emissionfree energy	1
375	32.2	Energy Observer a former race boat now equipped with solar panels wind turbines and hydrogen fuel cells will use sun wind and selfgenerated hydrogen to power batteries that run the boats electric motors	1
375	32.3	Building a selfsufficient boat could have seemed unrealistic but this is going to be an incredible vessel Its very promising for the future The boat converts seawater into hydrogen fuel using a chemical process called electrolysis pronounced eeleckTRAWLuhsis	1
375	32.4	I believe that it is fantastic that a boat powered by hydrogen  will travel the world	1
375	32.5	It is an important step forward and consistent with this proposed path to 100 percent clean renewable energy worldwide for all purposes to solve energy security job creation air pollution and climate problems	1
375	31.1	his month Honda Toyota and Hyundai all announced plans to produce hydrogen fuelcell passenger vehicles in the next few years These cars willrun on compressed hydrogen and emit only water vapor as exhaust	1
375	31.2	For a long time hydrogen fuelcell vehicles were seen as a tantalizing technology to help reduce societys dependency on oil	1
375	31.3	In theory fuelcell vehicles could charge in minutes and go for hundreds of miles before refueling  overcoming the disadvantages of plugin electric cars with their bulky batteries and limited ranges	1
375	31.4	Plugin electric cars arent selling quite as well as their advocates once hoped	1
375	31.5	nd the cost of hydrogen fuelcell vehicles seems to be dropping	1
375	31.6	Toyotas fuelcell plans Toyotas emphasis on hydrogen is especially noteworthy	1
375	31.7	Toyotais promisinga massproduced fuelcell vehicle in Japan by 2015 and one in the United States by 2016	1
375	31.8	ther automakers agree that fuelcell vehicle costs are falling dramatically	1
375	31.9	The main advantages of hydrogen fuelcell vehicles They can charge within minutes and have a longer range than plugins Toyota estimates that its fuelcell cars will travel 375 miles before refueling Thats a huge deal	1
375	31.10	Right now some analysts think plugin vehicles are being held back by the fact that they take awhile to charge and have limited range	1
375	31.11	Whats more the hydrogen fuelcell vehicles themselves can be pollutionfree Oxygen is pumped into the system and water and heat come out	1
375	31.12	And hydrogen vehicles could catch on for longhaul trips	1
375	29.1	latest in automotive technologies  from hydrogenpowered vehicles to smartwatchenabled ignitions	1
375	29.2	The event which opens to the public on Friday also presents a forum for those carmakers to convince policymakers that their respective innovations hold the keys to a more safe efficient and environmentally friendly transportation future	1
375	29.3	Hydrogenfueled vehicles which emit only water out the tailpipe	1
375	29.4	Hondas own hydrogenfuelcell concept vehicle scheduled to be completed by next year	1
375	29.5	 who delivered a keynote address for the second straight year announced the start of a 56million lending initiative intended to support private companies that have bold ideas about ways to build more sustainable vehicles	1
375	29.6	Toyota on Thursday announced a new partnership with state and local governments in Rhode Island New York New Jersey Connecticut and Massachusetts to help fund a network of hydrogen fuel stations in the Northeast	1
375	27.1	auto industry its increasingly hip to be green	1
375	27.2	recognizing inventions that are making the vehicles we drive more efficient and environmentally friendly	1
375	26.1	Automakers must continue to work with lawmakers to bring affordable advanced technology to the market	1
375	26.2	Our members are investing in the technologies to cut back on emissions	1
375	26.3	We have to wean ourselves off our dependence of foreign oil and look for legitimate alternative fuel sources whether its electricity hydrogen cells or some combination of gas and electric1
375	26.4	cars powered by hydrogen fuel cells deserved more government support	1
375	25.1	eek affordable ecofriendly futurecar that can drive for300 miles takes less than five minutes to refueland comes with three years of free gas	1
375	25.2	As opposed to getting plugged in overnight the sedanwill need only aboutthree minutes to get back tofull charge	1
375	25.3	At 300 miles the fourseat Mirai offers the longest range of any electric vehicle on the market	1
375	25.4	A full tank of hydrogen Toyota adds hasenough energy to power the average Americanhome for a week	1
375	25.5	Californiais investing tens of millions of dollars to build 28new hydrogen refuelingstations	1
375	25.6	Japan hasproven to be far more embracing of thehydrogen society investing in selfservice hydrogen stations easing fuelcell regulations andoffering	1
375	24.1	massive investments are needed to find and develop new technology that can fuel the worlds economy without poisoning its inhabitants	1
375	24.2	Moreover developing countries urgently need cheap alternatives to fossil fuels that will allow them to provide electricity to billions of their citizens without increasing air pollution or contributing to climate change	1
375	23.1	where do you refuel with hydrogen Its coming this is the next wave and from what some of the manufacturers are saying its an even better bet than some of the alternatives already on the market	1
375	23.2	this new propulsion system tackles the ageold pollution problems of standard gasoline engines without many of the limitations that have held back the market for batterypowered and other alternative fuel vehicles	1
375	23.3	The only other byproduct is water which comes out the tailpipe as steam	1
375	23.4	no greenhouse gases just like the plugin hybrids and electric cars already on the road today	1
375	23.5	ch has shown that the overall welltowheel carbon footprint is lower for hydrogenpowered cars than for electric plugins and other alternative fuel vehicles	1
375	23.6	filling up at a hydrogen pump takes a few minutes compared to several hours for even the fastest of electric charging stations	1
375	23.7	Most importantly though hydrogenpowered cars can travel upwards of 300 miles on one tank giving consumers the same range they have grown accustomed to with gas engines	1
375	23.8	they want to be able to drive further without refueling	1
375	23.9	new techniques developed to extract hydrogen from natural gas as well as improvements and cost reductions in automotive technology	1
375	23.10	the United States has started to invest more money back into hydrogen	1
375	23.11	a cluster of nine hydrogen stations have sprouted around Los Angeles Over the next decade the state will invest an additional 200 million to reach 100 stations by 2024	1
375	23.12	Hydrogen is generated on site at both stations using energy from solar panels on the roof to electrolyze water	1
375	22.1	But if Washington saved the domestic auto business it has yet to transform it into the smallcarproducing superfuelefficient industry that President Obama and other officials frequently described during the height of the crisis	1
375	22.2	As vehicle sales have risen sharply in the past four years so too has consumer desire for bigger betterperforming cars	1
375	22.3	many buyers are turning their backs on the most efficient models and technologies	1
375	22.4	hunger for vehicles that satisfy the soul as well as the mind	1
375	22.5	Last year new cars averaged 246miles per gallon  a figure that will have to increase every year before topping out at a fleet average of 545 miles per gallon by 2025 to comply with federal fueleconomy regulations The implication would seem to be that cars are going to have to get much smaller and that many more consumers would be all but forced to buy electric or hybrid vehicles	1
375	22.6	Andrew Smart a director with the Society of Automotive Engineers adding that soon fuel requirements will require revolutionary change	1
375	21.1	Some automakers are trying to change that perception	1
375	21.2	he expansion of the awards program comes in response to heightened efforts by carmakers to make more sustainable vehicles available in all shapes and sizes according to the publication	1
375	21.3	Automakers are stepping up to meet the challenge of offering increasingly efficient environmentally positive vehicles in all classes of vehicles	1
375	20.1	Musk said the automaker still struggles to make enough cars to meet demand	1
375	20.2	recordlow gas prices threatened to deflate the electriccar market altogether	1
375	20.3	even thoughTesla remains a relatively small player in the auto world with only one car for sale and othermodelshit by long delays	1
375	20.4	But he said there would still be a huge societal pressure amid a host of environmental benefits pushing drivers away from fossil fuels	1
375	20.5	c cars he added would still be cheaper to run than gaspowered cars even withtodays bottombarrel gas prices	1
375	19.1	interested in environmental issues love a good game of this vs that	1
375	19.2	Onefifth of US greenhouse gas emissions come from transportation according to the advocacy group Environmental Defense Fund	1
375	19.3	the gasoline engine is unsupported by an electric battery of any kind	1
375	19.4	He found that a variety of factors affect a cars overall environmental impact Some have to do with location some with consumer behavior and some with manufacturing decisions beyond your control Consider for example what kind of fuel powers the car	1
375	19.5	Theres no question that 100percent electric vehicles have lower tailpipe emissions because no fossil fuels are combusted during use	1
375	19.6	if you want a greener car work to green the grid by pushing for greater use of renewable energy sources	1
375	19.7	thats just one factor in a products overall environmental impact	1
375	19.8	Coal is the most common source of electricity in the United States and it emits 27 percent more carbon dioxide than oil per unit of energy produced by some calculations	1
375	19.9	Michaleks study found that there is a conceivable future in which the plugin car would be the best choice	1
397	75.1	The National Highway Traffic Safety Administrations announcement on Monday that more than 47 million vehicles may be part of an urgent recall because of defective air bags hasdrawnso much interest that it crashed theWeb site where people can go and check to see if their car is affected	1
397	75.2	At least four people have died afterinflator mechanisms ruptured on the air bags spraying the passengers with metal fragments	1
397	75.3	A has warned affected drivers to take their vehicles to the dealers immediately	1
397	75.4	Safety experts said about 12 million vehicles worldwide have been recalled overthe airbag problem	1
397	75.5	NHTSA said it was particularly urgent for vehicles owners in Florida Puerto Rico Guam Saipan American Samoa the Virgin Islands and Hawaii to take immediate action	1
397	74.1	e US demands data on Takata air bags US safety regulators are ordering Japanese auto supplier Takata to provide more information about air bags that can explode and shoot shrapnel toward drivers and passengers	1
397	74.2	The order sent Thursday makes 36 requests for information on production mistakes lawsuit settlements and reports of deaths or injuries that the Tokyobased company has received	1
397	74.3	utomakers have recalled nearly 8 million vehicles in the United States  and 12 million worldwide  equipped with potentially faulty Takata air bag inflators	1
397	74.4	Safety advocates say the problem has caused four deaths in the US Honda has been hit hardest with about 5 million cars called back to repair their air bags	1
397	73.1	l officials dialed up the largest consumer recall in history Tuesday ordering auto manufacturers to replace defective air bags made by autoparts giant Takata in a whopping 338 million vehicles	1
397	73.2	Meanwhile car manufacturers said people should continue to drive their vehicles  even those with the deadly defect  until the parts arrive at their local dealerships	1
397	72.1	al regulators on Tuesday ordered airbag maker Takata to pay a cash fine of 70 million and to speed up the replacement of defective safety devices that are in millions of cars and have killed seven people in the United States	1
397	72.2	NHTSA officials said they are for the first time using their authority to speed up the repairs on millions of recalled vehicles finding that there is a risk of serious injury or death if the fixes are not accelerated	1
397	72.3	Eleven auto manufacturers have issued recalls for Takata air bags and in certain cases a propellant problem has caused explosive ruptures federal officials said	1
397	72.4	In addition to the deaths those ruptures have caused nearly 100 injuries when drivers and passengers are struck by shrapnel from the bags	1
397	72.5	But people still have to repair their cars to purge the potentially deadly parts	1
397	71.1	The US governments auto safety agency responding to criticism of its slow response to safety issues told the manufacturer of millions of potentially faulty air bags to make replacement parts faster and do more testing to find the cause of the problem	1
397	71.2	The vehicles are equipped with Takata air bags that can potentially inflate with too much force blowing apart metal canisters and sending shards flying at drivers and passengers	1
397	71.3	Safety advocates say four people have died because of the problem	1
397	70.1	We received Hondas response to our Special Order and will immediately begin reviewing the documents as part of our ongoing investigation into Hondas failure to report airbagrelated injuries and deaths in a timely manner said Kevin Vincent chief counsel at NHTSA	1
397	70.2	At least five people have died and scores were injured when Takata air bags sprayed them with shrapnel when they deployed during crashes	1
397	70.3	The working theory has been that the air bags inflator canisters can malfunction when exposed to consistently high humidity Honda Takatas biggest customer has recalled 62 million cars with Takata air bags worldwide and 41 million in humid regions of the United States	1
397	70.4	Takata air bags are installed in 1 in 5 vehicles worldwide	1
397	70.5	The senators want to know whether Takata engineers questioned the safety of using ammonium nitrate as a propellant in the airbag canisters They also asked for internal documents and communications that they believe could point to a coverup of the defects by Takata employees	1
397	70.6	As a result we still have many significant questions about the circumstances surrounding Takatas manufacturing of defective air bags and their widespread distribution and installation in vehicles sold and driven in the United States	1
397	69.1	s have blamed eight fatalities on what they say are defective air bags manufactured by the Japanese autoparts maker Takata They say Takatas flawed components are in millions of vehicles posing serious risks to their owners	1
397	69.2	Authorities say Takatas air bags are defective and can explode in a collision sending shrapnel toward passengers	1
397	69.3	The defective air bags are in cars sold by 10 other manufacturers besides Honda	1
397	69.4	Read more Takata fined 70 million for deadly air bags subjected to outside overseer	1
397	68.1	a said Wednesday that it will expand its recall of cars with potentially deadly air bags to all 50 states a decision that could result in the recall of several million vehicles	1
397	68.2	In the face of sharp criticism from committee members Takatas Hiroshi Shimizu was unrelenting in insisting that the recall be limited to regions of the country with persistent high heat and humidity	1
397	68.3	Although conceding that the company has not found what causes the air bags to malfunction spraying drivers and passengers with metal shards Shimizu argued that the deaths and injuries it has investigated occurred in humid regions primarily Florida and Puerto Rico	1
397	68.4	The metal canister can break into fragments that spray the driver or passengers At least five people have died and scores have been injured by Takata air bag malfunctions	1
397	68.5	Given that neither Takata nor auto manufacturers have been able to pinpoint the cause of the malfunctions Rep John Sarbanes DMd questioned the quality of air bags being installed in the recalled vehicles If you dont know the root cause how do you know that the replacement part that youre supplying solves the problem	1
397	68.6	After the hearing Friedman was asked if the replacement Takata air bags and those that automakers are installing in new vehicles are safer than the recalled models He said the problem appears to develop several years into a vehicles life so new air bags are likely to be safer But will they have problems in five to 10 years Youre asking the exact same question we are Friedman said	1
397	67.1	arts giant Takata ignored deadly airbag flaws and skipped global safety checks to save money in the years before the largest US auto recall was launched according to a congressional report cited during a hearing Tuesday into the defect that has left eight dead and more than 100 injured	1
397	67.2	After months of testing investigators have yet to identify a root cause for the Takata recall which now includes about 34 million defective airbag inflators in 32 million vehicles made by about a dozen of the worlds largest automakers	1
397	67.3	On Friday an eighth death was conclusively tied to a faulty Takata air bag which inflate with so much force that they blast out metal shards a 26yearold woman who rented a 2001 Honda Civic from a San Diego rental outlet even though the car had been repeatedly recalled	1
397	67.4	Takata may have prioritized profit over safety by halting global safety audits for financial reason	1
397	67.5	he Japanese auto parts supplier the report said knew of qualitycontrol gaps in manufacturing as early as 2001 and at least three incidents involving faulty airbag parts by 2007 Yet the first and smallest recall was not launched until 2008 and Takata fiercely resisted an expanded recall that would cover millions of additional defective cars	1
397	67.6	a supervisor at a Takata plant in Mexico told a quality engineer about inflators that were not properly welded	1
397	67.7	For years Takata did not put safety first Takatas North American executive vice president Kevin Kennedy disputed the reports findings saying that the internal emails were misconstrued and that routine audits of product safety and quality were never paused	1
397	67.8	akers said they were worried about the possibility that many more Takata deaths and injuries have yet to be discovered	1
397	67.9	Many vehicles have been given temporary airbag fixes but will need further repairs	1
397	67.10	Takata said that it continues to use a chemical ammonium nitrate in its air bags to hurry along repairs even though some experts have said that the propellant is unsafe	1
397	66.1	are one of tens of millions of auto owners whose vehicle is recalled to replace an air bag that could explode and maim or kill you	1
397	66.2	At this point Takata says it is unsure exactly what is causing the explosions Five people have died and scores have been injured when the metal canister of a Takata air bag exploded during a collision spraying the vehicles interior with sharp metal shards	1
397	66.3	Takata makes 1 in 5 air bags worldwide	1
397	66.4	e	1
397	66.5	e the carmakers added millions of vehicles to the recall this month it was estimated that 20 million Takataequipped cars were under recall orders	1
397	65.1	And in the case of one storied Japanese firm that had the guts to go for glory in an untested market  air bags  about 30 years ago the advice has proved disastrous Takata Corporation a firm that punched above its weight when entering uncharted territory must now deal with the biggest recall in history	1
397	65.2	A recall of this scope illustrates the potential for massive automaker expense and consumer inconvenience when a common massproduced part is defective Karl Brauer a senior analyst at Kelley Blue Book told The Washington Posts Drew Harwell	1
397	65.3	Flawed Takata air bags in 34 million vehicles lead to biggest recall in history	1
397	65.4	Its the explosives that proved a problem for Takata The company tried for decades to make them more stable  with unclear results as one lawyer for a man injured by an airbag in 2006 claimed	1
397	65.5	Sure airbags may have saved more than 250000 lives between 1975 and 2011but Takata products had also allegedly killed among othersan 18yearold cheerleader in Oklahoma in 2009 A 33yearold woman in Virginia that same year A driver in Malaysia in 2014	1
397	65.6	Tests to determine the cause of the problems werent always conclusive and words meant to sound reassuring often werent The cases all had completely different causes that led to recalls a company spokesmantold Reuters last year If you ask me whether there was a causal relationship between them I can only say that there wasnt	1
397	65.7	Two months later a35yearold father of two was allegedly killed by a Takata airbag in Houston	1
397	65.8	After this weeks historic recall Takata admitting it has a problem seems to have a new attitude	1
397	64.1	INDUSTRY Eighth death in US with link to air bags A teen driver who died a few days after a July car crash near Pittsburgh has been tentatively identified as the eighth death in the nation due to an explosive airbag inflator made by Takata	1
397	64.2	The National Highway Traffic Safety Administration officials also announced an expansion in the recall of vehicles with Takata air bags	1
397	64.3	NHTSA learned of the latest death last week after a lawyer for the teens family contacted the agency NHTSA spokesman Gordon Trowbridge told reporters	1
397	64.4	A death also occurred outside the United States bringing the global total of fatalities to nine Dozens of people have been injured by the Takata inflators which can explode with too much force sending shrapnel into drivers and passengers In the United States about 23million Takata airbag inflators have been recalled on 19million vehicles Crash testing among those recalled resulted in five passenger side airbag inflator ruptures Trowbridge said As a result NHTSA is expanding the number of recalled vehicles to include other model years of the five vehicles involved in the tests he said Trowbridge said it would amount to several hundred thousand vehicles	1
397	63.1	Associated Press AUTO INDUSTRY Chrysler expanding recall over air bags Chrysler Group is expanding its US recall of oldermodel vehicles with Takata passengerside air bags adding a second inflator design to the recall and extending it to more regions	1
397	63.2	Chrysler was one of 10 automakers that began a regional recall in June of oldermodel vehicles equipped with both driver and passengerside Takata air bags in areas with high humidity	1
397	63.3	Chrysler Group has not identified an inflator defect in any of its vehicles the company said However the company is committed  out of an abundance of caution  to replacing these component1
397	63.4	ays recall covers inflators from the PSPI family of Takata inflators Chrysler said	1
397	62.1	lic outcry over the recent massive recall of potentially dangerous airbagsthis one affecting as many as 47 million vehicles  is just another reminder that the humble car airbag still has a ways to go before it reliablyoffers the type of safety protection that Americans have a right to demand	1
397	62.2	Another idea is to specifically target parts of the human body with airbags that are smaller and deploy with less energy  and thus avoid some of the problems posed by the Takata airbags involved in the recall	1
397	61.1	l safety officials are calling for a massive national recall of automobiles built with a potentially explosive air bag a move that may affect an estimated 30 million vehicles in the United States	1
397	61.2	according to the National Highway Traffic Safety Administration We now know that millions of vehicles must be recalled to address defective Takata air bags and our aggressive investigation is far from over	1
397	61.3	Were pushing Takata and all affected manufacturers to issue the recall and to ensure the recalls capture the full scope of the problems	1
397	61.4	The exploding air bags can blast shrapnel into drivers or passengers	1
397	61.5	For example while Subaru and BMW had announced nationwide recalls for Takata air bags	1
397	61.6	he danger presented by Takata air bags is not limited to any one part of the country	1
397	61.7	he air bags have been linked to four deaths and more than 100 injuries so far In	1
397	59.1	MOTIVE Japans Big 3 widen global airbag recall Japans three biggest automakers are expanding a huge global recall triggered by potentially fatal air bags made by Takata saying Wednesday that they will take back millions of vehicles worldwide for investigation	1
397	59.2	Takata airbag inflaters which can erupt with too much force spraying shrapnel inside the car	1
397	59.3	Six deaths have been linked to the defective Takata air bags all on cars made by Honda	1
397	58.1	at your six closest neighbors If all of you have a car theresa good chance one of you is drivingbehindadangerously faultyTakata air bag	1
397	58.2	The air bags hidea nastyflaw that has been linked to six deaths and more than 100 injuries	1
397	58.3	A chemical inside the bag can burn too hot causing itto burstand blast out metal shards The defectis made worse inhumid climates with lots ofmoisture in the air As you might have noticed summer is coming so the problems not exactly going to go away on its own The air bags posea huge danger	1
397	58.4	Flawed Takata air bags in 34 million vehicles lead to biggest recall in history	1
397	58.5	The waiting game Takata is doing a rolling recall sending notices to the drivers they think are in the most urgent trouble spots Humid areaswith high moisture which make the rupture problem worse	1
397	58.6	Defective air bags raise questions about automakers ability to handle gigantic recall	1
397	58.7	The other problem Even after months of investigations from government industry and independent researchersno one knows exactly what to blame for the defectTakata has pointed toseparate flaws in different typesof vehicles and regulators generally have an idea of what makes the problem worse but were all still confused at what exactly is the root cause That means all those replacement parts may yes have the same problem A very disconcerting end to this whole process I know	1
397	57.1	Just on Monday Japanese automakers Honda and Nissan recalled close to 3 million vehicles worldwide to repair an air bag problem	1
397	57.2	While the huge number of recalls this year is an anomaly people who follow the industry say car owners should expect to see a healthy number of recall notices in their mailboxes going forward	1
397	56.1	The devices are supposed to deploy with enough force to provide protection in milliseconds preventing dangerous impacts with other parts of a car	1
397	56.2	he bags at issue appear prone to deploy too violently creating metal shards and propelling them toward people in the car The problem has been linked to four US deaths and many injuries  including those of Stephanie Erdman who testified before a Senate panel on Thursday that she was blinded in one eye after her Honda air bag deployed	1
397	56.3	Air bags in humid places seem to be more at risk suggesting some interaction between chemicals used to deploy air bags and moisture	1
397	56.4	All owners deserve notice that they might have a defective air bag that should be replaced	1
397	55.1	y 34 million cars and trucks nationwide were declared defective Tuesday because of deadly air bags made by autoparts giant Takata	1
397	55.2	he expanded recall doubled the number of vehicles believed to have the air bags which can blast out sharp metal shrapnel when deployed a flaw that has been linked to six deaths and more than 100 injuries	1
397	55.3	millions who drive some of the most popular models from BMW Ford Honda Toyota and other carmakers could remain behind the wheel with a defect that lawmakers have deemed a public safety threat	1
397	55.4	eral officials said years of humid weather along with other factors could cause the propellant in driver and passengerside airbag inflaters to burn hotter than it should leading to shardblasting ruptures that Takata blamed on overaggressive combustion	1
397	55.5	investigation by Takata automakers and independent researchers has yet to point to a definitive cause behind the ruptures leading safety advocates to worry that replacement parts could have the same fatal flaw	1
397	55.6	its defective parts have been found in dozens of car and truck models made since 2000	1
397	55.7	the root cause of these deadly deployments is still unknown	1
397	55.8	Foxx called it a major step forward for public safety adding We will not stop our work until every air bag is replaced	1
397	55.9	Orlando lawyer Richard Newsome represents seven clients who say they were injured by Takata air bags	1
397	55.10	One Florida man Corey Burdick said he was blinded in one eye last year after the air bag in his 2001 Honda Civic deployed sending a metal projectile into his face	1
397	55.11	We still dont know how this is happening Newsome said Are the replacement air bags going to have the same problem	1
397	54.1	303 drivers and frontseat passengers died in accidents in which airbags did not inflate in two models that the automaker recalled last month	1
397	54.2	GM announced last month that it was recalling 16million vehicles to repair the defective part which the automaker said had played a role in 12 deaths	1
397	54.3	Previously GM said there were 13 deaths	1
397	54.4	For its part GM said that the Friedman analysis did not determine why the airbags did not deploy in the fatal accidents	1
397	53.1	h Takata still doesnt know why its defective air bags killed six drivers the carparts giant is continuing to use a chemical that experts have blamed for the deadly defect the company said Tuesday during a congressional hearing into the biggest auto recall in history	1
397	53.2	Nearly 34 million cars and trucks or about 1 in 7 on US roads have been recalled because Takata air bags can blast shrapnel when deployed and have led to more than 100 injuries	1
397	53.3	Even after months of testing Takata says it has no firm answer for what went wrong	1
397	53.4	it would still take two weeks for automakers to say which cars are affected and experts say it could take years for all cars to be repaired	1
397	53.5	Many of the cars now being fixed Rosekind added may need to be repaired again because Takata one of the worlds biggest airbag makers is installing temporary fixes in new cars and replacement units while the root cause of the problem remains unknown	1
397	53.6	Weve got a young lady sitting over your shoulder bearing the scars of a mistake that was made and were still not getting the answers said Rep Markwayne Mullin ROkla pointing to an audience member injured by a defective air bag	1
397	53.7	Were doing a recall and replacing parts with parts that are still faulty Theres no excuse for that	1
397	53.8	Takata blamed most of the ruptures including those that killed US drivers on older air bags with faulty batwingshaped wafers which hold the propellant that helps the air bag inflate on command	1
397	53.9	he company said it would stop making the batwing inflaters and replace all older parts But Takata has not stopped using ammonium nitrate even though Kennedy said the compound was certainly a factor in some accidents	1
397	53.10	Aggravated by years of heat and humidity the inexpensive propellant can explode a flaw that former Takata engineers have told lawmakers should have prevented its use in passenger cars	1
397	53.11	Rosekind said a full plan for recall fixes may not be ready for the public until the fall leaving tens of millions of defective cars on the road	1
397	51.1	s teenager has been confirmed as the 10th person to die in the US when the airbag that was supposed to protect her exploded instead	1
397	51.2	Huma Hanif 17 who lived in a Houston suburb died March 31 when the Takata airbag in her 2002 Honda Civic malfunctioned in a collision struck another vehicle from behind at an intersection1
397	51.3	About 29 million vehicles made by various automakers have been recalled in the US to replace Takata airbag inflators that can spray drivers and passengers with shards of metalWhen a vehicle is involved in a collision sensors ignite a solid wafer of chemical propellant inside the metal canister of the airbag inflator A chemical reaction creates a gas that inflates the bag within milliseconds popping it from the steering wheel or dashboardBut if the propellant burns faster than intended it produces more gas than the vents into the airbag can handle The metal canister can break into fragments that spray the driver or passengers	1
397	51.4	Prolonged exposure to hot humid weather is believed to contribute to the Takata malfunctions although some have occurred in vehicles used elsewhere	1
397	50.1	Honda already has been hit hard by recalls with close to 10 million vehicles under recall because of defective air bags that can spray drivers and passengers with shrapnel when the devices deploy At least five people have been killed by the bags four of them in the United States	1
397	49.1	ransportation Secretary Anthony Foxx said Friday that the worlds largest airbag maker Takata will be fined 14000 a day until it complies with federal demands for more information on air bags that have killed six people and maimed dozens more	1
397	49.2	Those air bags can explode with such force that they have grievously injured people and in a halfdozen cases killed them Foxx said	1
397	49.3	The metal inflation canisters on some Takata air bags have been shattered by the propellent they contain spraying drivers and passengers with shards of metal	1
397	49.4	Weve pushed hard to get millions of defective Takata air bags off our roads said Foxx	1
397	49.5	ost recent death attributed to a Takata air bag that of Carlos Solis 35 near Houston last month came in a used car that was under recall when he bought it NHTSA said	1
397	49.6	Takata has moved cautiously when pressed to identify the cause of the deadly airbag deployments or acknowledge its fault	1
397	49.7	Ten auto manufacturers  Toyota Honda Mazda Mitsubishi General Motors Subaru Ford Chrysler BMW and Nissan  have issued airbag recalls since the problem emerged more than six years ago	1
397	49.8	NHTSA believes that the inflator propellant used by Takata ammonium nitrate burns faster than intended after exposure to prolonged moisture in the air A fast burn can cause an explosion of the metal canister that is supposed to contain the explosion	1
397	48.1	al regulators said Tuesday that fewer cars than first thought will be recalled for faulty air bags	1
397	48.2	call of cars equipped with Takata air bags remains the biggest recall in US history	1
397	48.3	They said data collected from Takata and automakers has been shared with the Department of Justice which is considering civil or criminal action against Takata which allegedly knew about problems with the bags without notifying federal officials	1
397	48.4	At least eight deaths and numerous injuries have been tied to faulty air bags made by Takata which inflate with so much force that they spray a driver or passengers with metal shards	1
397	48.5	When a vehicle is involved in a collision sensors ignite a solid wafer of chemical propellant inside the metal canister of the airbag inflator	1
