397	65	397.19	After this weeks historic recall Takata admitting it has a problem seems to have a new attitude
397	64	397.20	Crash testing among those recalled resulted in five passenger side airbag inflator ruptures Trowbridge said As a result NHTSA is expanding the number of recalled vehicles to include other model years of the five vehicles involved in the tests
397	63	397.21	adding a second inflator design to the recall
397	62	397.22	Another idea is to specifically target parts of the human body with airbags that are smaller and deploy with less energy
397	61	397.23	al safety officials are calling for a massive national recall of automobiles built with a potentially explosive air bag
397	58	397.24	Takata has pointed toseparate flaws in different typesof vehicles and regulators generally have an idea of what makes the problem worse
397	58	397.25	A chemical inside the bag can burn too hot causing itto burstand blast out metal shards
397	57	397.26	people who follow the industry say car owners should expect to see a healthy number of recall notices
397	56	397.27	The devices are supposed to
397	56	397.28	All owners deserve notice that they might have a defective air bag that should be replaced
397	55	397.29	Foxx called it a major step forward for public safety
397	55	397.30	Are the replacement air bags going to have the same problem
397	54	397.31	For its part GM said that the Friedman analysis did not determine why the airbags did not deploy in the fatal accidents
397	54	397.32	GM announced last month that it was recalling 16million vehicles to repair the defective part
397	54	397.33	odels that the automaker recalled last month
397	53	397.34	it would still take two weeks for automakers to say which cars are affected and experts say it could take years for all cars to be repaired
397	53	397.35	Rosekind said a full plan for recall fixes may not be ready for the public until the fall leaving tens of millions of defective cars on the road
397	51	397.36	although some have occurred in vehicles used elsewhere
397	51	397.37	When a vehicle is involved in a collision sensors ignite a solid wafer of chemical propellant inside the metal canister of the airbag inflator A chemical reaction creates a gas that inflates the bag within milliseconds popping it from the steering wheel or dashboardBut if the propellant burns faster than intended it produces more gas than the vents into the airbag can handle The metal canister can break into fragments that spray the driver or passengers
397	49	397.38	ransportation Secretary Anthony Foxx said Friday that the worlds largest airbag maker Takata will be fined 14000 a day until it complies with federal demands for more information on air bags that have killed six people and maimed dozens more
397	49	397.39	Weve pushed hard to get millions of defective Takata air bags off our roads
397	49	397.40	NHTSA believes that the inflator propellant used by Takata ammonium nitrate burns faster than intended after exposure to prolonged moisture in the air
397	48	397.41	They said data collected from Takata and automakers has been shared with the Department of Justice
397	46	397.42	ational Highway Traffic Safety Administration says all of the vehicles covered in Saturdays announcement
397	45	397.43	At the hearing members of the House Committee on Energy and Commerce are expected to confront Hiroshi Shimizu a Takata senior vice president
397	45	397.44	In discussions with staff most vehicle manufacturers indicated that they were replacing the inflators with like parts indicating that it was the same inflator with the same propellant presumably manufactured the same way but of a newer vintage
397	44	397.45	Automakers in June announced recalls in the highhumidity areas and some manufacturers began recalling vehicles with the bags years earlier
397	44	397.46	Karl Brauer a senior analyst at Kelley Blue Book said Wednesday that NHTSA was taking the correct and necessary action in moving to force Takata to recall the air bags
397	43	397.47	ongoing investigation into Takata airbags and what appears to be a problem related to extended exposure to consistently high humidity and temperatures
397	42	397.48	More than 5million Hondas ultimately may be subject to recall
397	42	397.49	Reports that Takata concealed and destroyed test results revealing fatal airbag defects along with other evidence that the company was aware of these deadly problems clearly require a criminal investigation by the Department of Justice
397	42	397.50	The report published in the New York Times earlier this month described the accounts of two unnamed former Takata employees
397	41	397.51	triggering worries that the recall could grow in the United States and elsewhere
397	41	397.52	Toyota is instructing its dealerships to disable air bags and attach notes on vehicles glove boxes warning against riding in the passenger seat
414	79	414.1	an angry response Monday from a Cuban American member of Congress who called Fanjuls actions pathetic and shamefu
414	80	414.2	As I have said the best way to bring change to Cuba is to expose its people to the values information and material comforts of the outside world
414	80	414.3	it was holding back our broader agenda across Latin America
414	80	414.4	particularly the crucial swing state of Florida  has turned a political corner from the Cold War era Obamas decision aligns with a growing sentiment that current Cuba policy has become counterproductive
414	82	414.5	The president has said the period of isolation has not succeeded in pushing Cuba to significant political reforms and he has suggested that a thawing of relations would prod the regime of President Ral Castro to loosen restrictions on free speech and political dissent in exchange for a softening of US
414	82	414.6	In making this decision Cuba is encouraged by the reciprocal intention to develop respectful and cooperative relations between our two peoples and governments Castro wrote according to an English translation provided by the White House
414	82	414.7	he Castro government said in a statement in what will be a long and complicated path toward normalizing bilateral ties a process that will depend on addressing a series of issues derived from the policies of the past which are still in force and affect the Cuban people and their nation
414	82	414.8	But former Maryland governor Martin OMalley who like Clinton is pursuing the Democratic nomination for the White House praised the move writing on Twitter Democracy creates opportunity
414	82	414.9	A big point of contention in the talks had been whether US diplomats would be able to move about Cuba without seeking government permission
414	82	414.10	A big break in the initial negotiations with Havana came when Obama shook Castros hand at the 2013 memorial service for former South African leader Nelson Mandela That caught the Cubans off guard Ben Rhodes a deputy national security adviser said in an interview Monday at the Aspen Ideas Festival When we saw them next they said Your president treated us with respect
414	78	414.11	Its impossible to say for sure why Havana has taken down this piece of the politicaleconomic wall separating Cuba from the rest of the world but it seems like the reasons may be economic
414	78	414.12	but it seems to have had little actual effect
414	78	414.13	e Cuban economic immigrants come into the United States and start to outnumber the Cuban political refugees that have long dominated the community the New American Foundations Anya French has predicted thatthey may pressure both countries to step even closer toward normalization
414	77	414.14	This week an American held by Cubafor five years was brought home and the White House announced plans to open an embassy in Havana
414	77	414.15	It wasnt achieving its goals and it was holding back our broader agenda across Latin America After twenty years of observing and dealing with the USCuba relationship I thought we should shift the onus onto the Castros to explain why they remained undemocratic and abusive
414	77	414.16	On Wednesday Obama announced that Cuba relations were finally about to change in a big way
414	76	414.17	Senator Rubio was surprised and disappointed to read about Alfonso Fanjuls new position on the Cuban trade embargo
414	76	414.18	arco Rubio RFla offered a gentle criticism Tuesday of sugar tycoon Alfonso Fanjul
414	76	414.19	Fanjul is a Democratic donor and likely ally of Hillary Clinton should she run for president in 2016
414	76	414.20	The sugar magnate who left Cuba as a young man and became a key funder of antiCastro causes said his primary goal was to unite the Cuban family
426	116	426.1	it will honor every dog that has served in combat since World War II
426	105	426.2	Wearing a black protective vest the dog wags its tail at certain points and appears more confused than terrified as its captors showcase specialized rifles and a global positioning device with a blinking light that they say came attached to the canine
426	105	426.3	aybe the dog was released to attack or search offleash and the dog never returned said Kevin Dredden a former Air Force dog handler and Afghanistan veteran who works as a program manager at AMK9 a firm that trains dogs to work with law enforcement and military units
426	102	426.4	Dogs jumping from airplanes dogs sacrificing their lives to save their handlers dogs patrolling dense tropical jungles
426	101	426.5	Narcotics dogs are trained to alert their handlers to drugs by placing their nose on them
426	99	426.6	And no not all the dogs or people make it home alive
426	98	426.7	Scott and Maggie are soon threatened by a killer whose golden rule is Never leave a witness Scott and Maggie alas were witnesses who saw him leave a murder scene The mans effort to poison Maggie leads to one of the books most moving moments when Scott says in rage and disbelief He tried to kill my dog
426	97	426.8	Police dogs put their lives on the line as much as if not more than human officers he said and they deserve protection as well
426	95	426.9	Many unanswered questions surround the details of the shooting by the man who had a revolver holstered to his bicycle The gun holsteris visible in a photograph with the sheriffs report on the incident The man told officers from the Park County Sheriffs Office that he feared for his life when the dog tried to attack him on a quiet country road near Besslers house in Powell a rural farming community of about 6000 people in northern Wyoming
426	95	426.10	They were a team in Iraq and a team in the long war at home facing a daunting return to civilian life Both the man and the dog came back damaged diagnosed with posttraumatic stress and they were healing together
426	93	426.11	he dog was handled by Parcells a 23year veteran of the department it was the second dog that the officer had lost in the line of duty the Long Beach Police Department wrote on Facebook
426	92	426.12	On one cot Ron Sanders 54 patted Pryse 6 an energetic tan Labrador who had shown off her agility and intelligence the previous day while exploring the ruins of a collapsed guesthouse after the Fairfax team helped Nepali police rescue a trapped teenage boy
426	92	426.13	On an adjacent cot Chris Holmes 39 rested with Cazo 9 a black shepherd who was awarded a medal of valor last year from the DC government while searching a collapsed house and alerting Holmes that there was someone unconscious but alive trapped inside
426	91	426.14	The dog owners were told there was no guarantee their pets would return but none of those dogs were euthanized after their service according Lemish
426	91	426.15	President Bill Clinton signed Robbys Law named for a dog that was euthanized even after his handler notified his superiors that he desperately wanted to adopt Robby according to Lemish and other historical accounts
426	91	426.16	Statistics on dogs killed in action in Iraq and Afghanistan are also limited
426	91	426.17	Each war was well underway by 2005 but the number of deaths in the previous years is not available Miller said With the two wars over the number of military working dogs has decreased The official count now is 1 734 dogs stationed at all Department of Defense installations in the US and other countries
426	89	426.18	A bloodhound Kojack and Dingo a Dutch Shepherd were taking part in operations Tuesday to transfer prisoners from the facility ordered closed by Gov Larry Hogan
426	88	426.19	Gianfala also said Peabodys2001 Ford Crown Victoria was not equipped for police dogs Theres no kennel theres no alarms he added Its basically just a Crown Vic police car The temperature that afternoon was in the 90s and that was outsideso Im sure the temperature in that police car was much higheradded Chief Marshal Ron Hunton
426	88	426.20	A forensic veterinarianhad determined that the dog remains did not in fact belong to Dale Instead they belonged to a Belgian Malinois  possibly Incas grandmother
426	87	426.21	Police in Prince William County said on their Facebook page that Milo was last seen about 745 pm Sunday in the 14100 block of Rahill Court The dog ran away from his handler police said as the official was returning home from work It was not known which federal agency Milo works for officials said Milo is described as a friendly dog and is trained to work in and around people He is not aggressive police said and is rather shy Milo may avoid contact at first police said He weighs about 50 pounds and has a small patch of white hair on his chest He had on a choke collar with his service badge and a vaccination tag on it He was also wearing a black nylonstrap harness that buckles across the top of his back according to police
426	86	426.22	Conteh then ran about 100 yards through a residential area before a Prince Georges police dog nicknamed Rambo caught up with the suspect Rambo latched on to Contehs shooting arm forcing him to discharge the weapon police said
426	86	426.23	he armed man who was tackled by a police dog with television cameras rolling was also identified as 31yearold Othman Conteh of Adelphi
426	85	426.24	n left in hot cars have made for tragic headlines this summer
426	85	426.25	Duplin County Sheriff Blake Wallace told WFMY News that it was a terrible accident Deputy Kevin Williams was nearing the end of his shift when he got a call about his sick child who needed to be picked up
426	85	426.26	The sheriff said prosecutors decided not to bring charges because the death was an accident After working with Kela for four years Williams considered the dog his partner He was devastated by the death the sheriff said
426	84	426.27	The cause of death is still being investigated but a likely culprit is an air conditioning unit that malfunctioned while Wix was waiting in a patrol car The lower motor that pushes the air supply is the component that failed according to the sheriffs office which held a press conference on Thursday afternoon about the incident The sheriffs office said Wixs partner Deputy Austin Lemberger checked on Wix inthe morning but whenhe later came back at around1230 pm CT Wix was nonresponsive in the back of the vehicle Thats when the officer discovered the vehicles air conditioning unit wasnt working properly and that the K9 heat alarm had also failed the sheriffs office said noting the alarm presented a second mechanical failure that is currently being investigated
426	83	426.28	Heavy exertion  jumping crouching climbing  makes the animals prone to elbow and hip dysplasia as well as spinal troubles such as degenerative lumbosacral stenosis or compression of the spinal cord Small lacerations are also common especially on paws The attack dogs are even rougher on their bodies
426	83	426.29	To pass the time he showed a guest photos on his phone There was Cora seated in a field of bluebonnets and the pair posing in front of the Alamo Theres no off button he said Shes like a rabbit Shes always on the go Even with her leg bothering her she still wants to work
801	120	801.1	Our biggest problems now are violence which causes campaigns to be canceled or people just not to be willing to go into various neighborhoods and refusals having to do with bad rumors about the vaccine campaign
801	118	801.2	Michel Zaffran who directs the WHOs efforts to eradicate the disease said a sixround campaign of vaccinations for children younger than 5
812	152	812.1	This week CDC experts have led focusgroup meetings with parents at eight high schools including Fairfax Langley Robinson South Lakes and Woodson to identify risk factors and suicideprevention strategies according to a schools document
812	152	812.2	ding to data from the Virginia Department of Health suicide is one of the top causes of death for those between 10 and 24 years old
812	148	812.3	Other parents in the school community are searching for answers for why Woodson appears to have a higher rate than do other schools
812	147	812.4	Its the aftermath  the namecalling the cyberbullying and the slutshaming  thats humiliated them and discouraged them and chipped away at their selfesteem
812	145	812.5	According to a 2016 study by the American Academy of Pediatrics the number of suicides among adolescents has increased dramatically in recent decades
812	144	812.6	The rape conviction of two Steubenville Ohio boys last month has focused national attention on the combination of rape and social media and on the shame victims of rape experience when images of their assaults are made public
812	140	812.7	I was assaulted by four girls bigger than me just because they didnt like me she said I was tortured physically and emotionally and mediawise DeJesus said in her narrationI refuse to be held hostage by this video and my fear I will not be a victim I will post this video every day until something is done for all the people who continue to experience this type of humiliation she said in the closing words of her recording
812	139	812.8	er advocacy helped push the General Assembly to approve a bill dubbed Lauryns Law which would require that school counselors undergo regular training to recognize signs that students are dealing with mental illness are in distress or are contemplating suicide
812	139	812.9	At the same time he said current ratios of students to counselors are too high in most schools and the legislation would limit the impact of counselors trained to recognize and respond to suicide risks
812	137	812.10	The efforts come after the county has grappled all too frequently with teen suicides in recent years
812	135	812.11	Parents are urging mental health screenings One school is even trying milkandcookie breaks to soothe frazzled teens We absolutely have a responsibility to examine this as closely as possible to understand why this has continued to happen in one particular high school at this rate
812	135	812.12	The people in the Northern Virginia high schools talk about the crushing stress kids are under loading up on advanced classes winning at sports piling on extracurricular activities
812	134	812.13	Juveniles have been charged in bullying cases before In 2010 five were charged after the suicide of Phoebe Prince a Massachusetts high school studen
812	133	812.14	Clementis death sparked a nationwide outcry against bullying and antigay harassment
812	131	812.15	and I dont want hertoend up committing suicide because of freaking morons like this he added Local school officials said they are investigating the incident Prior LakeSavage Area Schools is aware of the YouTube video
812	130	812.16	She messaged a boy in North Carolina Im jumping
812	129	812.17	Weeks later her family who declined to be interviewed on cameratoldKMSPTV they suspected the taunts had played a significant role in Funkes suicide
812	127	812.18	The teacher didnt follow their protocol Griffith said
812	127	812.19	A few months later senior football player Bryan Glenn disappeared one day in October He planned to attend the upcoming homecoming dance and had ambitions of serving in the military as a helicopter pilot He was found dead a week later in a Fairfax park a mile and half from Woodson
812	127	812.20	The toll has left the school community reeling and prompted an urgent question Why would so many teens from a single suburban school take their lives
812	127	812.21	Griffith had been trying to get her son professional help The Monday before he died she arranged for a Woodson psychologist to evaluate him but the meeting was canceled at the last minute for an emergency Griffith said That meeting was rescheduled for Wednesday
812	125	812.22	The statement was issued in response to a White House petition signed by more than 120000 people after the suicideof 17yearold Leelah Alcorn a transgender teen from Ohio whose suicide note condemning the societys treatment oftransgender people went viral after her death In the note she indicated she had been subjected to such therapies The only way I will rest in peace is if one day transgender people arent treated the way I was theyre treated like humans with valid feelings and human rights Alcornwrote in her not
812	123	812.23	er mother decided to homeschool her daughter and eventually Rebecca transferred to Lawton Chiles Middle Academy but detectives found evidence that the bullying continued on her cellphone
812	122	812.24	ding to prosecutors Carter pressured her boyfriend to go through with suicide for almost a week before he carried out the act
812	121	812.25	Last month the Atlantic published a report on Silicon Valley high schools that have been plagued by clusters of suicide  the 10year suicide rate at the schools is four to five times the national average Closer to Washington Fairfax Countys WT Woodson High School recently saw a spate of six suicides over the course of just three years
815	163	815.1	Psaki also said she could not corroborate or refute media reports on Monday that a caretaker or doorman at Rezaians apartment building died after an altercation with Iranian security agents seeking Rezaians arres
815	162	815.2	He was quietly convicted in closed proceedings earlier this year after being charged with espionage and related allegations
815	161	815.3	His rights to legal counsel of his choice and to due process of law seem to have been forgotte
815	161	815.4	Mr Rezaian seems to have been detained for the simple fact of having exercised his rights to freedom of expression association and political participation
815	159	815.5	Joshua Fattal an American who was arrested by Iranian officials while hiking near the border between Iraq and Iran and who spent two years in captivity recalled moving into his first apartment after his release in 2011 He promptly lost his keys I wasnt allowed to touch keys for a long time he explained
815	157	815.6	n national security cases the judge can renew temporary pretrial detention indefinitely said Faraz Sanei an Iran researcher for Human Rights Watch
815	157	815.7	Although other journalists have been arrested in Iran Rezaian did not expect that he would be targeted his mother said
815	156	815.8	All but Rezaian have been released on bail Rezaian was born and raised in California but he holds Iranian as well as US citizenship
815	155	815.9	Until Jason is free his treatment by Iran can only be seen as an abomination worthy of the worlds condemnation
815	155	815.10	Any person subjected to these conditions would be psychologically scarred but in Jasons case there is the added burden of knowing that without even the pretense of evidence the country which he worked so hard to demystify to the world continues to deprive him of his rights and ignores their legal process to prevent him from presenting a defense
829	170	829.1	The major emphasis Figuring out a way to move free of having a pilot operate only one drone with assistance from a sensor operator and a team of intelligence analysts through satellite links
829	169	829.2	As we move into the next decade that will give way to exploiting the real potential of unmanned systems Thats when a lot of the changes to doctrine and strategy will begin to take effect
829	167	829.3	e is grappling with how to manage a potential glut of drones and may eventually scale back the number of combat missions flown with unmanned aircraft by more than 25 percent the services top commander said Wednesda
829	165	829.4	he Air Force also has another related problem on the horizon she said appearing alongside Chief of Staff Gen
829	164	829.5	The Air Force also loses 240 drone pilots each year as airmen return to other duties or they leave the service altogether
829	164	829.6	n 2014 alone officials at the base said they made 13 suicide saves or interventions with service members who were contemplating suicide
836	173	836.1	But 13 samples containedmethamphetaminea strong nervous system drug And three samples even had a very potent form of amphetamine known as PMA which is more likely than many other drugs to kill with one dose The researchers concluded that Molly is no safer than ecstasy
836	171	836.2	According to recent studies only about half of these contaminants are actually removed during the water treatment process
836	171	836.3	hese events could be introducing dangerous drugs like ecstasy and ketamine into the water supply leaving traces of them in rivers and soil
843	197	843.1	My working hypothesis was that in the years that particular states had more Planned Parenthood clinics  and therefore more of its residents could get reproductive health care  those states would have lower rates of teen births and STDs
843	195	843.2	Even though use of longacting contraceptives is still low among US teens the researchers note that it has increased from less than 1 percent in 2002
843	193	843.3	As the program goes on the facilitators have deeper discussions about pregnancy and sexuality But they said the first step was to have the group learn to make decision on their own
843	192	843.4	Public health officials there and elsewhere long have argued the use of longacting reversible contraception can dramatically reduce the number of unintended pregnancies  which make up amajority of teen pregnancies
843	190	843.5	Its as if both sides in the debate over teen pregnancy were right said Cherlin noting that concerns over the AIDS epidemic may have played a role in the growing use of condoms among teenage boys
843	187	843.6	The results were pretty stark Teens in the CHOICE program when compared to the national average were five times less likely to get pregnant or give birth and they were about four times less likely to have an abortio
843	187	843.7	But as I wrote earlier this year another major study found expanding access to these contraceptive methods would help lower rates of teen births and abortions in the United States
843	185	843.8	Those who talked to their parents about sex were more likely to report avoiding risky sex and using contraceptives and condoms than were teens who did not
843	184	843.9	This weeks featured articles include Not awkward 5 tips for talking to anyone about sex
843	184	843.10	Crotchety adults may joke Maybe theyre too busy messing with their iPhones
843	180	843.11	n teens may be becoming more conservative about sex
843	183	843.12	Kids are using the least effective contraceptives
843	178	843.13	Like We finally learned how to do sex education better or abstinenceonly programs are finally starting to work or we have better ways to distribute contraception Sort of all the standard answers
843	178	843.14	So it opens up the possibility of this dialogue between mothers and daughters
843	178	843.15	Using data from Google Trends Twitter Nielsen ratings and Vital Statistics birth data Professors Kearney and Levine found that teens who watch 16 and Pregnant immediately go online to search for and tweet about birth control and abortion Through some very impressive and fascinating dotconnecting Kearney and Levine found that 16 and Pregnant led to a 57 reduction in teen births  a percentage that accounts for onethird of the total decline in teen births 20000 fewer teen births a year
843	177	843.16	hat includes the most effective forms of contraception
844	209	844.1	commendations of the CPJ report should be embraced and the chronic failure of the judicial system in investigating and prosecuting crimes must be addressed
844	208	844.2	ndemic impunity allows criminal gangs corrupt officials and cartels to silence their critics the CPJ said in its report released Wednesday which was World Press Freedom Day
844	208	844.3	he collusion between the government and organized crime yes its a fact that its blocking the possibility of investigators ever getting to the bottom of these cases
844	207	844.4	You could follow the local crime reporters to homicide scenes all around the city and see the bodies in the streets where they fell
844	207	844.5	But Javier Valdez the awardwinning reporter and cofounder of the Sinaloabased weekly Rio Doce described the measures as a blatant attack on the press  and one that reflects the thinking of a political class that would rather stop journalists from covering violence than stop the violence itself
844	206	844.6	n addition to those nine kidnappings that resulted in death in the past two years two more journalists remain missing after being abducted
844	206	844.7	Other southern states are almost as bad though such as Oaxaca where six journalists have been killed since 2014 and Guerrero where threats and attacks are frequent but not always reported
844	206	844.8	Reporters and editors in small or medium cities are the most affected and protection is absent
844	205	844.9	Mexico is clearly going through a deep fullblown freedom of expression crisis Carlos Lauria senior program coordinator for the Americas at CPJ told the Associated Press
844	205	844.10	rrieta a 51yearold journalist with more thantwo decades of experience remained in serious condition in the hospital after the shooting media reports said
844	205	844.11	Though the newspaper has faced mounting financial woes
844	204	844.12	One must protect oneself from everything and everyone and there do not seem to be options or salvation and often there is no one to turn to
844	204	844.13	n 2009 assailants hurled a grenade into the Riodoce newsroom
844	203	844.14	reats intimidation and physical violence are common against reporters in Mexico More than 50 journalists have been killed or have disappeared there since 2007
844	202	844.15	Journalists in Mexico he noted receive no protection from their government which is often complicit in the risks they take to write about
844	202	844.16	They are threatened and murdered by organized crime or corrupt officials with impunity
844	201	844.17	The cartel called the three Reynosa reporters and told them either you come in or well pick you up an editor there at the time recalled They surrendered to the cartel and were never heard from again
844	201	844.18	Sometimes AP the Associated Press wire service will pick up a story but other than that it never leaves the valley
844	200	844.19	He said he believed a government official ordered police to detain him and his wife He said he was even considering leaving the state
844	200	844.20	Most of thesekillings go unpunished
844	199	844.21	hed live every day with the fear that one of his stories might provoke the wrath of some cartel boss somewhere
844	199	844.22	In spring 2010 he traveled to an undisclosed location probably in the state of Sinaloa or in neighboring Durango to meet Zambad
844	198	844.23	ing to the New Yorkbased Committee to Protect Journalists unknown attackers threw a grenade into the Rodoce offices in 2009 days after it published an investigation on drug trafficking
844	198	844.24	An additional 50 were slain during the same period under circumstances that have not been clarified
845	222	845.1	ut state inspectors found shortcomings in seven visits to the nursing home between August 2009 and October 2011 records show Inspectors found expired medications during two visits and at another observed a nurse washing only her fingertips after putting an IV in a patient with a communicable infect
845	217	845.2	The March 3 report by the Department of Health and Human Services inspector general found that an estimated onethird of residents suffered harm because of substandard care and that the chances of nursing home inspectors discovering these adverse events are slim to none said Ruth Ann Dorrill a deputy regional director for the inspector general and the manager of the investigation
845	215	845.3	The nurse 37yearold Jared Kline signed on with another company
845	212	845.4	etween January 2010 and July 2015 the analysis found inspectors identified 3016 home health agencies  nearly a quarter of all those examined by Medicare  that had inadequately reviewed or tracked medications for new patients
845	211	845.5	ut at one home the emergency plan was in several boxes At another one it was on a legal pad
845	211	845.6	A Houston Chronicle investigation found that at least 139 nursinghome residents died during the hurricane or its aftermath
845	210	845.7	One woman told police that she pretended to be asleep
845	210	845.8	s show Kline was already working at Bowie Health Center in Maryland where he was accused in January of rubbing against a woman while inserting an IV
847	236	847.1	Yes I do still think MMR was causing it
847	236	847.2	he factionwas theantivaccine movement its holy text a retracted medical study its high priest a disgraced British doctor named Andrew Wakefield
847	235	847.3	We cant just blame antivaxxers
847	234	847.4	Protesters at the California Democratic Partys convention in Sacramento last month calledthe right to refuse vaccinations a civil rights issue and compared the state to Nazi Germany
847	233	847.5	A small number of adults can lose their immunity over time and may need to be revaccinated
847	233	847.6	but others refuse Some Nolt said have a more traditional conservative oldfashioned way of life and set of sensibilities that views medicine as something that is used to heal or cure rather than to prevent disease
847	232	847.7	public school kindergartners with whats known as a personal belief exemption PBE to state vaccine requirements
847	231	847.8	or instance in California parents are increasingly seeking personal or religious exemptionsfrom vaccination requirements for their kids to attend schools
847	230	847.9	The study ultimately found that while endemic measles was still eliminated international importation remained a serious risk
847	227	847.10	But all states other than Mississippi and West Virginia allow parents not to vaccinate their children because of the familys religious beliefs Nineteen states also allow parents that option if the vaccinations are against their personal beliefs
847	224	847.11	Pinal County health officials put out a notice listing five places of business the man had visited and urged people who might have been exposed to him to review their immunization history and monitor themselves for illness with fever and unexplained rash until Feb 13
852	242	852.1	Antismoking advocates argue that the rise in the popularityof ecigarettes stems in part from aggressive largely unregulated marketing campaigns that Frieden said are straight out of the playbook of cigarette ads that targeted young people in earlier generations
852	242	852.2	But he was quick to add the explosion of ecigarette use among kids means these products are being taken up in record numbers with totally unknown longterm consequences that could potentially undermine all the progress weve made
852	242	852.3	The failure of the FDA to move more quickly means we have an urgent crisis that needs to be addressed he said
852	241	852.4	But they will have two years to submit applications to the FDA to approve their products which can remain on the market in the meantime
852	241	852.5	A lot of these companies they are supporting several employees investing any profits back into their buisness  They cant afford this and its going to lead to a whole lot of consolidation and increased prices for consumers
852	241	852.6	Matthew Myers president of the Campaign for TobaccoFree Kids called the FDAs action an important step but said that it is inexcusable that the agency had taken so long to act
852	241	852.7	They cant move forward at the same pace that they have been moving and do their job protecting public health Myers said We cant waste another five years this cannot take that long There is a moral and public health imperative for them to treat this with the urgency it deserves
852	257	852.8	But if a nonsmoker starts vaping and gets hooked on nicotine especially if it leads to tobacco smoking thats a problem
852	256	852.9	The bottom line Not only could poorly conceived ecigarette regulation undermine public health
852	256	852.10	Regulation of new technologies is sometimes justified but it can also do more harm than good
852	256	852.11	Premature or poorly constructed regulation of ecigarettes may compromise smokingreduction efforts and as our research suggests advance the interests of tobacco companies
852	250	852.12	Many teens who start with ecigarettes may be condemned to struggling with a lifelong addiction to nicotine and conventional cigarette
852	239	852.13	A lot of these companies they are supporting several employees investing any profits back into their business
852	239	852.14	The FDAs move comes at a time when many questions remain about whether ecigarettes actually help people kick the smoking habit or put more people on a path toward smoking
852	239	852.15	But almost everyone agreed that the details of how the agency eventually regulates the rapidly evolving 2billionayear ecigarette industry will shape it dramatically and could have profound effects on public health
854	276	854.1	But of the expected 850 billion in additional real revenues about 150 percent or about 13 trillion is committed entirely to increasingly expensive payments to Social Security health care and interest on the debt And as a result of these commitments almost anything that represents investment  in our children infrastructure or the basic functions of government  takes it on the chi
